gene	head	arms	legs	pelvis	fn	ls	frak	oto	heel	height	prop	fn2stu	ls2stu	fa2stu	thalamus	caudate	putamen	pallidum	hippocampus	amygdala	accumbens	chr	gene_start	gene_end
MROH2A	0.88267	1.1824	0.72111	0.958	-0.19077	0.82826	-0.50357	0.46091	3.0957	3.4805	-0.60719	0.64502	0.8447	0.22426	0.51807	0.81616	-0.17107	-1.2891	-1.7985	2.2246	-1.1007	2	234684325	234742069
HJURP	1.3296	1.5135	0.14276	0.39838	-0.56242	0.46888	0.71794	-0.6531	1.9121	2.8899	0.98174	0.4704	-0.65923	-0.37	1.9319	0.46038	0.10496	-0.23851	-0.54355	2.4152	-1.0064	2	234745486	234763212
TRPM8	-0.87615	0.97535	-1.4126	-0.65968	-0.52856	-0.47481	-0.15844	0.96612	2.5856	4.2005	0.37071	-1.2296	-1.6639	0.48546	-1.36	-0.16267	0.49725	1.0654	0.68634	2.552	-1.5055	2	234826043	234928166
SPP2	-0.62022	-0.37217	0.070131	0.30471	-0.4656	-0.66529	0.1872	-0.24727	3.4772	2.3541	0.44626	-0.75974	-0.74272	0.2908	-1.1621	0.25921	0.5784	-1.4269	1.5054	-0.0049435	-0.7304	2	234959346	234985776
ARL4C	-2.0833	-2.5062	-3.0876	-0.72948	-1.9392	-0.28545	-0.34909	-0.43267	1.2464	2.9798	1.2768	-1.2417	0.29069	1.4063	1.6814	0.71335	0.71989	0.61058	0.75489	-0.029407	0.86408	2	235401685	235405721
SH3BP4	0.759	-0.10898	1.7636	-1.081	1.626	-1.358	0.057554	3.8035	1.4021	1.8735	1.454	0.57788	0.34475	-0.16599	2.6323	0.30404	1.3302	0.19918	2.2668	-1.2888	1.0614	2	235860628	235964358
AGAP1	1.7547	0.49244	-0.57157	0.37919	0.33882	-1.0668	0.34198	-0.65935	4.3065	7.2567	1.2761	-1.3128	0.064905	-0.39395	0.011271	-0.34039	0.25754	0.12428	0.62008	0.64091	1.4855	2	236402733	237040444
GBX2	-1.8708	-1.6741	-0.24038	0.42393	-0.52298	-1.4061	-0.082911	-1.189	1.5663	1.5786	0.37213	-0.72488	-0.58674	1.2827	-1.0113	-1.1767	0.94562	-0.6901	-0.18002	1.9444	-2.2325	2	237074307	237076652
ASB18	-2.4369	-1.9106	-0.59445	0.43635	0.069588	-1.7257	-0.2879	-0.20403	1.0993	1.1276	0.93533	0.21998	0.61781	2.4619	-0.99096	-1.0844	0.2483	-0.033992	-1.0612	1.9177	-1.1703	2	237103515	237172988
IQCA1	0.97415	0.27172	-0.31498	0.42354	-0.24134	-0.66001	-0.72936	-1.6877	2.0391	1.473	-0.84717	0.28559	-0.93411	0.12328	0.79974	0.3251	0.76967	1.4431	-1.855	-1.4222	-0.59124	2	237232790	237416178
ACKR3	1.038	1.3158	0.8822	1.2284	0.90348	0.503	-0.63226	1.0132	0.61434	0.91932	-0.14739	-0.5007	1.0305	-1.5608	1.1488	-1.5884	1.2935	0.11153	1.6525	-1.7055	1.0274	2	237469424	237491001
COPS8	0.51552	-0.54474	-0.66717	-0.31831	-0.084013	-1.3991	0.26638	0.090244	0.63905	3.571	-0.2506	-0.89707	0.7	-0.0049277	0.2788	-0.69852	-0.61485	-0.59975	-0.52643	0.11559	-0.40618	2	237993870	238007489
COL6A3	1.0126	1.3587	0.2686	0.67942	1.287	0.67142	0.61267	0.3803	7.6105	6.1094	4.5833	-0.82557	-0.15721	-0.54382	-0.31627	-0.83665	-0.21038	-0.83449	-1.3601	-0.57245	-0.63097	2	238232655	238322850
MLPH	-0.29272	2.1989	1.3423	2.2494	2.3184	1.1315	-0.21101	-0.0074323	7.9781	7.7216	3.1316	0.15166	-0.73431	-0.23241	-1.591	0.064358	-1.2206	-0.2548	0.96183	0.018433	-1.4493	2	238395053	238463961
PRLH	-0.53946	0.87435	0.038622	0.83094	1.122	-0.22028	0.97572	0.087331	5.7154	7.9001	2.1091	-0.12745	-1.3836	-0.040554	-2.4275	-0.26191	-0.92433	-0.92877	0.37511	-1.0947	-1.816	2	238475217	238475818
RAB17	-0.446	-0.70885	-0.71541	-0.0098314	-0.91433	0.20908	1.2038	-0.047934	0.20127	7.2982	1.0941	-0.82027	-0.31339	-0.16025	-1.0623	-0.69302	1.2918	0.52772	1.1856	-0.82955	-1.9271	2	238482965	238499769
LRRFIP1	-0.35731	-0.13218	-1.9692	-1.3435	-0.25413	-0.61744	-0.60181	0.69545	1.6307	2.9542	2.0461	-0.50846	-0.2055	0.30256	-0.10153	-0.94258	1.2748	-0.047652	1.5678	0.65516	-0.44547	2	238536224	238690290
RBM44	0.31207	-1.126	-0.65375	-0.74771	0.62609	-1.327	-0.28391	1.1689	1.7269	0.11684	0.49828	0.39533	-0.061853	0.56022	-2.6999	-0.9416	-0.87221	-3.0033	-2.5411	1.2186	0.31928	2	238707032	238751451
RAMP1	2.029	1.1304	1.2862	1.0495	0.39456	1.2301	0.59568	-0.32286	1.7597	1.1749	0.2314	-0.50498	-0.013482	0.85624	7.1947e-05	-0.62645	-0.6509	0.81804	-1.159	0.61411	0.41591	2	238768187	238820756
UBE2F	-0.53122	-1.0185	0.96996	0.6346	0.78379	0.13285	1.3717	-1.3341	1.0414	3.0884	2.9376	0.79817	0.92345	0.75233	0.56578	0.26973	0.41896	1.0956	0.027741	0.99077	-1.2798	2	238875587	238951423
SCLY	-0.79705	-0.34191	1.0998	0.84225	1.1524	0.077144	1.4978	-0.59341	0.7897	3.5765	2.6602	0.48225	0.78268	-0.59354	0.26158	0.67446	0.44849	0.37503	-0.20641	1.1154	-1.3831	2	238969565	239008054
ESPNL	-0.22992	-0.28698	1.1622	0.75009	0.98186	-0.020638	0.89646	0.52385	1.2227	4.0612	2.2886	0.79639	0.36784	-1.5538	0.46866	1.0265	-0.15298	-0.72876	-0.85159	0.86335	-0.78605	2	239008951	239041928
KLHL30	0.17015	-0.45083	1.0968	-0.11221	-0.064001	-0.084347	-0.027934	0.77103	1.3642	2.8543	1.0137	0.69349	-0.027414	-1.4078	0.90507	1.7195	-0.11797	-1.2509	-0.81705	0.0054471	0.16315	2	239047310	239061547
FAM132B	0.23411	-0.26312	1.2897	0.15503	-0.42672	0.229	-0.7387	0.71165	1.0193	2.7689	0.73773	0.58302	0.020457	-0.85133	0.6412	1.9546	0.25873	-0.67021	0.0029636	-0.15301	0.44984	2	239060579	239077516
ILKAP	-0.94407	-0.46322	0.096906	1.3398	-0.80335	0.90378	-1.4838	-0.58862	2.2809	5.6024	1.1129	-0.13465	0.39212	-0.52098	1.323	1.2465	0.31216	0.018624	0.35655	0.11303	0.66314	2	239079043	239112343
HES6	-1.6438	-0.37643	-1.359	1.1753	-1.658	0.91548	0.61089	-1.6837	2.9737	6.2755	1.819	1.2312	0.43445	0.17164	2.5613	-2.5576	-2.1951	0.65268	-1.1719	0.72793	0.13623	2	239146908	239148681
PER2	-1.0542	-0.27926	-1.0271	1.123	-1.3014	0.66911	0.91948	-0.18788	3.2989	7.8319	3.6363	1.5908	0.14107	0.61212	2.8734	-2.2168	-1.2966	0.063357	-1.232	0.53283	1.0865	2	239152679	239198678
TRAF3IP1	1.305	1.3526	1.1827	1.1811	0.38839	0.41954	1.6922	0.33338	3.4376	7.8392	5.4514	1.0351	-0.38797	0.18241	1.5598	-0.42214	0.13511	-0.68743	0.28369	0.54089	1.2822	2	239229185	239309541
ASB1	1.3532	0.90786	1.3594	1.467	-0.014507	-0.48798	0.3931	-0.71462	3.5624	7.8506	5.6971	1.3322	-0.65455	-0.5461	-0.36753	-0.84043	1.0602	-1.9355	0.51434	0.60857	1.0096	2	239335382	239360891
LOC100287387	1.4155	1.2047	-0.58835	1.221	-0.30142	0.38179	-1.8714	-0.093424	3.4688	1.6539	4.6104	0.042227	-0.56826	-0.12713	0.097079	-0.69747	-0.69081	-0.06603	-0.37216	-1.3013	-0.42727	2	239753187	239756320
HDAC4	0.26451	1.5382	1.2411	1.6392	0.76651	-0.70254	0.94732	0.18494	4.8179	2.3182	4.5141	0.12027	1.1019	-0.21656	-0.46064	0.080481	1.539	-0.56085	0.53421	0.69738	-1.1105	2	239969864	240323346
LOC401040	0.14862	0.55131	1.5985	-0.68763	1.3359	0.67888	0.56584	-0.34886	0.070102	-0.35987	1.4114	-1.0684	0.24847	1.9082	0.078268	-1.8271	0.40222	1.0902	-1.4653	0.29873	-1.2828	2	240499995	240507788
LOC101927147	-1.1016	0.97995	0.0692	-0.58028	-0.692	1.5452	-0.38924	-1.1931	0.62775	0.47882	0.60551	0.25079	0.4566	0.44727	-0.46354	0.5923	0.40083	1.0943	-0.37865	-0.62334	-1.9494	2	240832058	240851838
NDUFA10	0.014983	1.2322	0.36837	0.93677	1.9271	1.9413	0.13453	-0.49624	-0.7037	1.4614	0.43687	-2.1573	0.44132	0.088671	0.83104	-1.4871	3.1106	-0.80406	-0.65681	0.81672	-1.582	2	240896789	240964819
OR6B2	-0.26054	0.90663	0.83859	-0.45775	0.43913	0.30427	-0.12675	-0.17492	-0.22852	1.0737	-0.84671	-1.1588	1.1433	-0.21023	1.0963	-0.35359	2.7779	-0.99508	-0.96038	-0.24217	-1.0539	2	240968382	240972324
PRR21	-0.66632	1.4216	0.5652	-1.2862	0.28874	-0.43269	-0.11752	0.21027	-0.18211	0.97965	-1.1841	-0.84026	1.2591	-0.19339	1.0741	0.11436	2.1517	-0.78104	-0.98019	-0.1868	-0.47338	2	240981230	240982399
OR6B3	-0.8946	1.6326	0.34396	-1.2336	0.51826	-0.61997	-0.14659	0.091335	-0.11405	1.1508	-0.77533	-0.68651	1.3593	-0.14451	0.78108	-0.019599	2.1718	-0.5249	-1.0873	-0.18214	-0.56441	2	240984494	240985489
MYEOV2	-0.4449	0.77986	0.72426	-0.17027	0.47528	-2.4456	-0.87256	0.35664	0.3953	0.6126	-0.18836	-0.51446	-0.14986	0.58413	-0.83733	-0.51435	-0.26849	-0.73148	-0.35799	-0.48691	-1.2259	2	241065980	241075764
OTOS	-0.52322	0.73557	0.56996	-0.28768	0.45749	-1.7514	-0.90697	-0.26623	0.51613	0.87003	0.018952	-0.38105	0.21986	0.5593	-0.6894	-0.44576	-0.10753	-0.66426	-0.25166	-0.47366	-1.2681	2	241078446	241080073
GPC1	-0.42162	-0.22885	-0.060537	0.2127	-0.66358	-0.24557	-2.9928	0.21212	2.0855	3.17	3.5196	-0.45099	-1.7077	-0.57575	0.21661	-0.71169	1.3414	-0.75542	0.24361	-0.75487	-1.2247	2	241375115	241407495
ANKMY1	-0.5048	-0.72915	1.1957	0.43757	0.33502	1.2481	-1.5758	1.4807	1.7922	3.5072	2.8675	-0.7035	0.099628	0.14433	-0.95054	-1.1376	0.238	-0.91014	-0.015405	-0.62174	-3.1104	2	241418839	241500472
DUSP28	-0.40279	-0.41058	0.80654	0.19576	-0.44605	1.3425	-0.30595	1.2502	1.8658	1.9718	1.4299	-0.64968	0.77923	0.1583	-1.2466	0.40209	-0.3952	-0.36296	-0.81555	-1.8225	-1.7165	2	241499471	241503431
RNPEPL1	-0.79409	-0.2394	1.5581	0.59042	0.82928	1.3358	-0.93049	1.2339	1.6351	2.4474	1.2586	-0.69487	0.60847	0.18637	-1.5963	-0.011655	-0.68719	-0.37135	-1.4016	-1.0586	-1.9023	2	241507952	241518149
CAPN10	-1.0294	0.027574	2.0458	0.98829	1.9568	1.3512	-1.2429	1.1138	1.3412	2.2745	1.4523	-0.21727	0.53348	0.57019	-1.5367	-0.56569	-0.67458	-0.55769	-1.5466	-0.524	-2.7135	2	241526133	241538526
GPR35	-0.64223	0.11071	1.6645	1.1381	2.0851	0.80262	-1.5236	2.6006	2.0314	2.9208	1.5419	0.32543	0.70608	0.72852	-1.574	-1.6722	-0.96006	-0.18176	-1.9011	-0.57814	-2.9191	2	241544825	241570676
AQP12A	0.32052	-0.99716	-0.85338	-1.1486	-0.008179	0.20651	-0.26861	1.3286	3.315	3.3901	1.3708	-0.71637	-0.72219	0.71062	-1.5452	-1.5323	0.9667	-1.0695	-0.84505	0.91438	-0.12312	2	241631262	241637900
AQP12B	0.64668	-1.4639	-0.59459	-0.65063	0.051128	-0.22855	0.37601	1.4465	2.8605	1.8532	1.4884	-0.80786	-1.01	0.9416	-1.0908	-1.4155	1.0448	-0.86486	-0.89282	0.75112	-0.18624	2	241615835	241622317
KIF1A	0.076388	-1.102	-0.69946	-0.092045	-0.93346	-0.49995	1.4441	0.80462	0.088636	7.4325	1.6278	0.24931	-0.15761	1.8679	0.12339	0.61594	2.8358	-1.3282	0.39362	-0.10323	-0.65256	2	241653181	241759725
AGXT	1.0548	-0.64327	-1.0161	-0.68686	-0.73495	-0.75906	1.4668	-1.0374	-1.2015	6.1094	0.94858	0.7127	0.59815	0.32952	0.75728	0.82672	1.8002	-1.0966	0.29469	-0.06163	-1.0611	2	241808162	241818536
C2orf54	1.2893	-0.641	-1.222	-0.90702	-0.64332	-1.5661	1.1922	-1.6982	-0.24087	6.9322	0.79005	1.0913	0.52453	-0.65504	0.12207	0.34504	1.0494	-2.6955	-0.6985	-0.1148	-1.1672	2	241825465	241836267
LOC728763	2.3849	0.0012916	-0.38719	-0.94447	0.1287	-1.0063	0.6935	-2.1124	1.0313	6.1094	1.8692	1.3119	0.61108	-1.1166	-0.21603	-0.53239	0.97017	-1.1235	-1.5093	0.039872	-1.7143	2	241872287	241905525
SNED1	3.0517	1.0264	0.88024	2.071	0.35948	0.30963	0.53281	-1.4515	2.2309	7.218	3.616	-0.18149	-0.51056	-0.42078	-0.4321	-0.51452	0.39313	-0.14627	0.62046	1.0058	0.87307	2	241938213	242038515
MTERF4	2.2154	0.39979	0.62127	0.93867	0.4933	0.54052	1.0545	-0.52349	0.155	7.9049	3.6933	0.53514	0.7831	0.89247	-0.52323	-0.70788	0.38843	0.27114	0.87935	1.0537	-0.20153	2	242026509	242041747
PASK	3.141	0.13764	1.2577	1.5059	1.6526	1.4429	1.3207	-1.5074	1.075	7.3739	3.99	0.22953	0.95162	1.1204	0.74062	0.05824	0.54119	-0.17502	0.047995	0.49839	-0.90792	2	242045514	242089394
PPP1R7	3.0924	0.11061	1.3384	1.4977	1.835	1.6027	1.4122	-2.2948	1.106	5.1031	3.6667	0.24522	1.1656	1.2076	0.74783	0.38852	0.49361	-0.26131	-0.29746	0.16284	-0.85889	2	242089012	242122439
ANO7	2.8571	0.06061	0.9373	1.4101	1.8309	1.5112	1.4888	-2.1719	2.0218	7.4481	4.6479	1.3263	0.64657	0.80878	0.69906	0.96202	1.248	0.23192	-0.30607	0.0011045	-1.475	2	242127924	242164791
HDLBP	0.82567	-1.3922	0.59527	1.3176	0.53545	1.6176	2.8012	-0.74552	3.6563	7.8759	7.2714	1.6583	1.2209	-0.04102	-0.23714	-0.23705	1.9042	2.1502	1.0378	0.61259	-0.43863	2	242166682	242255116
LOC101927509	1.2291	-1.1734	0.75184	1.4984	0.70839	1.8562	2.9167	-0.87813	2.8125	7.9689	7.4684	1.4909	1.1425	-0.055978	-0.17649	-0.33747	1.8797	1.8608	0.71679	0.68299	-0.47794	2	242207191	242220114
SEPT2	0.58026	-1.3503	0.65429	1.2878	0.61587	1.5117	2.863	-0.4915	3.6418	6.1094	7.8844	1.4435	1.6122	0.18603	0.13858	0.075135	1.677	2.3804	1.3119	0.55862	-0.28633	2	242254723	242293442
FARP2	0.55524	-1.1481	1.0487	0.88431	0.70921	0.69227	2.6612	-0.025421	4.4131	7.8746	8.1646	1.2764	1.1759	0.10051	0.28173	0.36097	1.4233	2.2461	1.521	0.64693	0.10215	2	242295664	242434256
STK25	0.20123	-0.86392	0.3263	-0.20754	-0.62545	-0.68456	1.352	0.28005	2.977	6.1094	6.5828	0.39171	1.6574	-0.80614	-1.0883	0.5025	1.2923	4.0625	0.58554	1.5845	1.0908	2	242434122	242449145
BOK	0.5237	0.68891	0.17536	0.013845	-1.2583	-1.2504	-0.30936	-1.0593	0.9935	6.1094	3.001	-1.0063	0.23475	-0.85852	0.27197	0.78249	2.036	3.1933	-0.18735	3.177	1.6772	2	242498146	242513553
THAP4	0.69764	1.0213	0.30341	0.63966	-0.04001	-0.067529	0.19649	-1.4699	0.41122	6.2545	2.489	-0.67545	0.0084382	0.47119	1.0361	1.903	1.9111	1.8644	0.85393	0.93408	-0.28773	2	242523820	242576753
ATG4B	0.30432	0.8668	0.30008	0.88424	0.36599	0.11168	-0.58764	-1.4775	-0.042295	7.5162	2.2762	-0.95678	-0.22959	0.68741	0.62102	1.4369	1.4937	1.5019	0.76608	1.2297	-0.53606	2	242576775	242613272
DTYMK	0.77296	0.49755	0.66415	0.38584	0.63662	-0.35761	-0.89905	-0.050858	-0.69157	7.6523	0.52631	-1.2772	0.22494	0.05192	0.16798	0.31079	0.072964	0.42506	0.51263	1.1902	-0.16337	2	242615157	242626383
ING5	1.1169	0.89611	0.86494	0.32268	0.70986	-0.46882	-0.87637	-0.13406	-1.0779	5.458	0.24143	-0.99974	0.25103	-0.33405	-0.029948	0.82818	0.19061	0.5039	0.7301	1.0945	-0.223	2	242641456	242668896
D2HGDH	2.2146	0.80844	0.18098	-1.0497	-0.43969	-0.81587	2.5163	-0.19313	-0.95652	4.4538	0.16918	-0.95347	0.55764	0.1633	1.0143	0.68706	0.50746	2.0786	0.83192	1.1896	0.44311	2	242674030	242708231
GAL3ST2	0.42231	-0.85973	-1.533	-0.73877	-1.6778	-0.98222	2.6367	-0.36945	0.60171	0.96718	0.78865	-0.41742	0.74079	1.044	1.0312	-0.098942	0.33551	2.8333	0.083454	0.88901	-0.057514	2	242716240	242743702
NEU4	-0.82041	0.6148	0.24756	1.0606	0.11055	-1.2125	0.20442	-0.47852	1.5977	1.1998	1.1902	-0.28198	0.28638	1.29	-0.21794	0.089411	-0.17515	2.1192	-0.81459	0.70595	-2.1849	2	242749920	242758742
RTP5	0.72225	1.6358	1.7062	1.5727	0.68847	1.7835	-1.0301	-0.92837	0.33869	2.2461	0.9575	-0.87904	1.4171	-0.036942	-0.81992	0.4524	0.2536	-0.31932	0.43135	0.0039679	2.0254	2	242811886	242815482
PDCD1	0.75176	1.5049	1.6056	1.3565	0.56467	1.6382	-1.1866	-1.084	0.50497	2.2461	0.81676	-0.96756	1.1261	-0.39722	-1.2712	0.38225	0.15669	-0.6479	0.29623	-0.33961	2.2942	2	242792033	242801058
LOC285095	-0.13638	0.91556	0.21581	0.46069	0.15862	1.2173	-1.8695	-1.4605	0.59442	-0.22008	0.24265	-0.32581	0.028234	-0.95744	-0.049191	0.52097	-0.88458	-0.72729	-0.67668	-1.6233	2.1492	2	242836139	242844774
CHL1	-1.2268	2.2317	0.54533	0.40295	-0.16678	-0.93081	0.28445	-0.59088	0.42652	3.2989	1.2376	0.045743	-0.31356	-1.054	-0.34832	-0.37883	-1.5376	0.99174	0.73916	0.41621	0.62399	3	238279	451100
CNTN6	-1.2897	-0.2235	-1.137	-0.36264	0.4825	-0.57571	0.49262	-0.10094	0.24456	1.8511	2.0208	1.6658	-0.2773	-0.70628	0.20641	-0.12563	0.43139	-0.288	-0.84119	-0.73054	-0.40325	3	1134342	1445278
CNTN4	-1.2294	0.9228	-1.1108	-1.247	-0.6148	-0.40763	0.62967	0.35938	-0.07785	5.7173	-0.05026	0.7765	0.49922	1.2162	-0.61288	-0.45238	0.77956	-0.86353	1.022	0.15441	0.039127	3	2140550	3099645
IL5RA	2.4525	0.95783	2.3532	0.99487	2.5327	0.84116	0.50177	0.52386	-0.79691	1.5853	-0.42059	-0.14912	0.051499	1.0142	0.58891	1.1195	1.1282	1.7231	-1.2097	-0.55049	2.7313	3	3108008	3152058
TRNT1	2.0079	1.1451	0.18198	0.75884	1.4543	0.78315	-0.15258	0.46728	-0.36832	0.60271	-0.40592	0.34775	0.48882	1.2849	0.76094	1.3913	0.95868	0.41045	-0.65357	-0.21238	2.6702	3	3168600	3190919
CRBN	0.09933	-0.58411	-0.55026	0.024321	0.41937	-0.25751	1.404	-0.19154	-0.28426	0.37592	-1.2735	0.020149	0.96819	0.35784	0.46219	1.5969	-0.39263	0.94208	0.29909	-0.44111	0.81239	3	3191317	3221401
LRRN1	0.73346	1.0139	-0.17053	0.4253	1.8314	0.41004	0.91229	-2.5567	1.5199	1.2812	0.8687	-1.1083	-0.70824	-0.82848	-0.46149	-1.4419	2.0609	-0.71379	0.76757	-0.7984	-1.1797	3	3841121	3889708
SETMAR	-0.4515	-0.40147	-0.55504	-0.30694	0.29967	-1.2856	0.55598	0.2776	0.10773	2.0854	2.4544	0.098414	-0.76169	-0.13761	0.44446	0.9031	-0.63572	2.0081	1.2153	0.70259	-0.07211	3	4344988	4358949
SUMF1	-0.53247	1.218	0.33691	-0.15454	1.3078	-0.16874	-1.6474	1.164	4.1433	0.48675	2.5433	-0.82083	-1.1509	0.19398	0.7846	-0.92943	-0.80999	0.70844	0.55134	1.4046	-0.898	3	4402829	4508966
ITPR1	0.84531	-0.37638	-0.92065	-0.26049	1.1229	-0.85029	1.4097	1.1909	5.6205	8.3007	6.1815	-0.40536	-2.0734	-0.16696	0.78909	0.61203	0.01531	1.0706	-1.252	1.8923	-0.42482	3	4535032	4889524
BHLHE40	-0.22219	0.20523	0.40124	-0.11461	-1.4418	0.92207	0.05668	0.73598	0.38511	4.2025	0.79987	-0.66356	-0.22698	-0.05158	0.71125	0.64144	-1.3209	0.85367	-0.11619	0.031903	0.59354	3	5021097	5026866
ARL8B	0.014188	0.51879	-0.54017	0.12503	-1.3975	0.65711	1.5167	2.7843	1.6992	4.0644	2.7279	0.27973	-0.23638	0.62655	0.16188	-0.45579	-0.20283	-0.62661	-1.5524	-0.033622	0.4825	3	5163930	5222601
EDEM1	-0.64908	0.78618	-1.4091	-0.5778	-2.1051	0.51976	2.1368	3.2344	2.2275	3.9167	3.2185	0.99353	-0.53751	1.6202	0.085195	-1.299	-1.1792	-0.78524	-1.5167	0.11735	-0.02372	3	5229359	5261650
GRM7	-1.6531	1.0487	0.91987	0.56044	-0.21083	-0.43032	0.23115	1.5326	0.66923	2.0465	1.9445	-0.69281	0.75035	0.71331	-0.97215	1.5769	2.2501	0.17213	1.0074	1.4967	0.57914	3	6902802	7783218
LMCD1	1.7657	0.73554	0.23174	0.58313	0.49266	0.35842	-0.71064	-0.18662	3.3721	7.3158	-0.78126	1.2357	1.6512	-0.15211	-0.070574	2.501	0.85945	1.7527	-0.38728	-0.35285	0.56293	3	8543493	8609811
SSUH2	1.1534	0.0085709	-0.046145	-1.4618	0.63259	-0.40538	-0.65861	-0.25388	0.49538	1.9151	0.60116	0.017364	-1.096	0.6633	0.13112	1.1201	-0.55115	-0.94182	0.048483	-0.67295	0.042146	3	8661086	8786721
CAV3	-0.87395	-1.6004	0.24607	-0.82542	0.63088	0.18843	-1.2604	-1.7597	-1.7904	0.2744	-0.11327	0.58541	-0.52112	0.53738	-0.38504	-0.18207	0.34126	-1.2838	-1.1915	-1.5553	0.015357	3	8775486	8788451
OXTR	2.6419	1.8817	1.6411	0.18293	1.5105	1.1059	-1.061	1.7247	-0.15548	2.8316	1.4564	-0.46678	-1.2087	-0.29734	-1.112	-0.043757	-0.43386	-0.9832	1.4677	-1.1289	-0.01304	3	8792094	8811300
RAD18	3.3397	-0.10519	-0.088067	-0.0015434	-1.1144	1.1568	1.3789	-0.47017	-1.1923	6.9764	1.2534	0.62548	-1.3903	1.15	1.2426	2.0391	-0.045453	-0.082944	0.60397	0.66719	-0.57992	3	8918880	9005159
SRGAP3	1.454	-1.3194	-0.20662	0.71532	-0.38162	1.6329	-0.32176	-0.60955	0.84458	7.1076	2.1082	0.051755	-2.2106	-0.59599	1.8206	1.9572	1.4473	0.32396	0.032294	1.1594	0.18627	3	9022275	9291369
THUMPD3	0.4224	-0.15389	1.2633	-0.58943	-0.89867	-0.78047	-1.0472	-0.63743	1.8431	6.9278	0.50409	-0.78955	-0.47976	-0.94009	-0.4065	1.0016	-1.545	0.72465	0.29447	-0.13346	0.094025	3	9404660	9428475
SETD5	-0.7905	-1.1207	1.2469	-0.51262	-0.40778	-1.5401	0.6192	-2.2812	3.8004	6.7859	0.85863	-1.113	-0.50772	0.046635	-0.25999	0.73856	-0.62664	-0.43289	0.37801	0.31411	-1.1357	3	9439384	9519838
LHFPL4	2.8754	1.5918	0.14931	-0.35975	0.78297	-0.11062	1.168	0.0075002	1.2816	2.502	0.74088	-0.99828	-0.33128	-0.49432	-0.60118	1.2952	-0.54924	0.84228	0.37545	0.75917	0.0096856	3	9540045	9595486
MTMR14	-0.69612	-1.0706	0.37968	-1.8608	-1.2789	-1.8974	0.47184	-0.16916	2.9653	1.3441	-0.31925	0.2358	-0.47483	0.22604	1.0333	1.2956	0.09761	-0.22502	0.25974	-1.0812	-1.2762	3	9691117	9744078
CPNE9	-0.74143	-0.88851	0.74167	-0.93816	-1.1717	-1.6907	0.29608	-0.24854	2.9018	2.3366	-1.7072	-1.0783	-1.4674	0.91707	2.2892	0.49364	-0.00043862	0.37732	-1.0254	-1.1636	-1.382	3	9745510	9771592
BRPF1	-0.0070652	-0.8466	0.6245	-0.45785	-0.45739	-1.3378	0.60685	0.10233	1.158	4.1547	-1.3283	-1.491	-2.0109	1.778	2.5937	0.27155	-0.0046338	0.79224	-1.0504	-0.69358	-0.62156	3	9773413	9789699
OGG1	-0.49333	-0.64334	0.35269	0.047836	0.1893	-1.1685	0.32075	-0.2045	-0.89658	4.614	-0.066228	-0.44955	-0.89158	1.7839	1.7279	-0.56809	-0.49353	0.50534	-0.49943	-0.4461	-0.50799	3	9791628	9829468
CAMK1	-0.4249	-0.44335	0.16724	0.36508	0.58309	-1.1006	-0.38045	-0.29448	-0.7553	4.3997	0.34064	0.043744	-0.35852	1.4701	-0.034267	-0.66829	-1.175	0.011021	-0.21639	-0.24887	-0.2866	3	9799029	9811676
ARPC4	-0.25576	-0.27392	0.2618	0.51376	0.74808	-1.4391	-0.54819	-0.55742	-0.45505	4.4352	0.44111	0.084389	-0.63912	1.1352	-0.78111	-1.3187	-1.0104	-0.3749	0.053706	-0.2282	-0.5407	3	9834082	9848789
ARPC4-TTLL3	0.33875	-0.55898	0.059557	0.51119	0.74805	-1.4947	-0.4568	0.33356	0.039304	4.57	0.24172	-0.35805	-0.96962	0.75878	0.72798	-1.1617	-0.29494	-0.010332	0.13761	-0.30145	-0.28496	3	9834232	9878040
TADA3	0.060778	-0.54261	0.042193	0.45022	0.84631	-1.5592	-0.52714	-0.24666	-0.038412	4.6379	0.26163	-0.2117	-0.89147	0.89199	0.57315	-1.349	-0.41168	-0.16556	0.077736	-0.45306	-0.51955	3	9821648	9834695
TTLL3	0.42704	-0.58149	0.058504	0.48984	0.80396	-1.6336	-0.50097	0.47099	0.12495	4.6065	0.23814	-0.41176	-1.0495	0.68278	0.75827	-1.1471	-0.14872	0.1079	0.16292	-0.32074	-0.35993	3	9851632	9878040
RPUSD3	1.4838	-1.061	-1.608	-0.86394	-0.14008	-0.96801	0.17337	0.76062	0.82054	7.7624	0.81781	-0.03902	-1.263	-0.070015	0.91925	-0.28633	0.29064	0.40713	1.2832	1.2768	0.0039193	3	9879533	9885702
JAGN1	0.59563	-0.30887	-2.1329	-1.4305	0.13108	-0.32684	0.52058	-0.47405	0.61496	7.8839	-0.46975	0.84125	-0.95097	-0.096231	-0.69863	0.56655	1.2391	0.43726	1.425	1.3921	0.99242	3	9932271	9936033
CIDEC	0.56911	-0.10977	-2.0012	-1.4678	0.15698	-0.30368	0.23776	-0.28148	0.65803	7.6147	-0.62473	1.1486	-0.76938	-0.46011	-1.083	0.74677	1.5944	0.093955	1.3437	1.0787	1.402	3	9908394	9921938
