gene	head	arms	legs	pelvis	fn	ls	breadth	peak	min_z	specificity	layer	chr	gene_start	gene_end
ST7L	3.6909	-0.17611	1.0295	0.94515	1.1975	2.4938	2	3.6909	-0.17611	1.1971000000000003	rest	1	113066140	113162040
CAPZA1	3.5557	-0.25299	0.93313	0.84618	1.1469	2.3629	2	3.5557	-0.25299	1.1928	rest	1	113162075	113214241
MOV10	3.4501	-0.12607	1.1719	0.89885	1.192	2.415	2	3.4501	-0.12607	1.0351	rest	1	113217048	113243368
FAM19A3	3.2013	-0.36573	1.0731	0.92476	0.98107	2.2607	2	3.2013	-0.36573	0.9405999999999999	rest	1	113261619	113269857
RHOC	3.3413	0.62031	0.78519	0.97215	0.52681	1.8983	1	3.3413	0.52681	1.4429999999999998	rest	1	113243749	113250025
PPM1J	2.1524	0.82573	-0.13825	0.41352	-0.55862	0.46025	1	2.1524	-0.55862	1.32667	rest	1	113252616	113257950
SLC16A1	0.18419	-0.13182	-0.063301	1.1122	0.15597	0.91082	0	1.1122	-0.13182	0.20138000000000011	rest	1	113454469	113498975
LRIG2	1.0918	0.54868	1.0164	1.2	0.51629	0.94095	0	1.2	0.51629	0.10819999999999985	rest	1	113615792	113667824
MAGI3	-0.26353	1.3111	0.10703	1.0682	1.237	0.48593	0	1.3111	-0.26353	0.07409999999999983	rest	1	113933087	114228545
PHTF1	0.83266	2.2462	0.5709	1.6851	2.0777	1.4877	2	2.2462	0.5709	0.16849999999999987	rest	1	114239824	114302165
RSBN1	1.0517	2.0237	0.56514	1.7461	1.9097	1.5638	1	2.0237	0.56514	0.11399999999999988	rest	1	114304454	114355070
PTPN22	1.0525	1.7009	-0.10589	1.4196	1.4734	0.98933	0	1.7009	-0.10589	0.22750000000000004	rest	1	114356433	114414375
BCL2L15	0.26666	1.4936	0.19493	1.3982	1.5918	0.6338	0	1.5918	0.19493	0.09820000000000007	rest	1	114419436	114430230
DCLRE1B	0.244	1.4795	0.59874	1.4291	1.7074	0.72075	0	1.7074	0.244	0.2279	rest	1	114447915	114456708
AP4B1	0.43376	0.088235	0.61001	1.0503	1.7858	0.32919	0	1.7858	0.088235	0.7355	rest	1	114437370	114447741
HIPK1	0.090907	-0.76927	0.48498	0.22347	1.3328	-0.23444	0	1.3328	-0.76927	0.84782	rest	1	114471819	114520491
OLFML3	-0.16294	-1.3887	0.2428	-0.68081	0.86592	-0.92915	0	0.86592	-1.3887	0.62312	rest	1	114522030	114524875
SYT6	0.14997	0.7198	0.91168	-0.51794	0.092529	-1.4858	0	0.91168	-1.4858	0.19188000000000005	rest	1	114631914	114696472
TRIM33	0.026564	2.1945	-0.51998	-0.20796	-0.34182	-1.5887	1	2.1945	-1.5887	2.167936	rest	1	114935399	115053781
BCAS2	0.5296	3.0109	0.56996	0.49909	-0.0063228	-0.17837	1	3.0109	-0.17837	2.44094	rest	1	115110178	115124265
DENND2C	0.59601	2.9685	0.87426	0.81985	0.29956	-0.053244	1	2.9685	-0.053244	2.09424	rest	1	115127155	115212732
AMPD1	0.45704	2.5474	1.5675	1.2823	0.70735	0.32962	1	2.5474	0.32962	0.9799000000000002	rest	1	115215719	115238239
NRAS	1.0811	2.2496	0.75122	0.58068	1.023	-0.84001	1	2.2496	-0.84001	1.1685	rest	1	115247085	115259515
CSDE1	1.0378	1.9628	1.0424	0.93042	1.0682	-0.29647	0	1.9628	-0.29647	0.8946000000000001	rest	1	115259534	115300671
SIKE1	0.21132	1.6442	1.1674	1.382	0.56376	-0.40409	0	1.6442	-0.40409	0.2622000000000002	rest	1	115312100	115323308
SYCP1	-0.29393	1.1477	2.3445	2.3973	0.5797	0.42419	2	2.3973	-0.29393	0.05279999999999996	rest	1	115397455	115537991
TSHB	-0.083285	1.0274	1.7916	2.2396	0.59755	0.0057075	1	2.2396	-0.083285	0.44799999999999973	rest	1	115572445	115576930
TSPAN2	-0.20626	0.84173	2.2249	1.4822	1.1035	0.65526	1	2.2249	-0.20626	0.7426999999999999	rest	1	115590632	115632121
NGF	0.64894	-1.4324	-2.1113	-1.4113	-1.8954	-0.40555	0	0.64894	-2.1113	1.05449	rest	1	115828537	115880857
VANGL1	-1.0967	-0.788	-2.1156	-1.3213	-1.0685	-0.47923	0	-0.47923	-2.1156	0.30877000000000004	rest	1	116184574	116240845
CASQ2	1.3372	0.70656	0.047627	1.2171	-0.86709	1.2685	0	1.3372	-0.86709	0.06869999999999998	rest	1	116242624	116311426
NHLH2	0.30154	0.18672	-0.20707	1.3346	0.14775	0.723	0	1.3346	-0.20707	0.6116	rest	1	116378998	116383747
SLC22A15	1.0772	-1.3351	-0.39634	0.42715	0.57258	1.3616	0	1.3616	-1.3351	0.2844	rest	1	116519119	116612675
MAB21L3	0.53818	-1.238	0.2578	0.15739	-0.051319	0.99868	0	0.99868	-1.238	0.4605	rest	1	116654376	116677861
ATP1A1	0.49933	0.25139	0.052662	-0.1588	-1.9911	-0.50609	0	0.49933	-1.9911	0.24794	rest	1	116914802	116948069
CD58	-0.23673	-0.52031	-1.1002	-1.5532	-0.55404	-0.23688	0	-0.23673	-1.5532	0.00015000000000001124	rest	1	117057156	117113715
IGSF3	-0.72029	-0.95585	-0.42924	-0.34585	-0.23053	-0.3039	0	-0.23053	-0.95585	0.07336999999999999	rest	1	117117020	117210377
C1orf137	-1.4032	-1.2559	-0.44977	-0.38828	0.48731	-0.42125	0	0.48731	-1.4032	0.8755900000000001	rest	1	117236734	117249225
CD2	-1.34	-0.32366	0.35147	-0.18562	0.6019	-0.4719	0	0.6019	-1.34	0.25043	rest	1	117297057	117311851
PTGFRN	-0.44726	-0.0023787	1.1203	0.31429	1.4068	0.5091	0	1.4068	-0.44726	0.2865	rest	1	117452689	117532972
CD101	-0.89741	0.48448	0.33772	0.97734	0.49225	0.23972	0	0.97734	-0.89741	0.48508999999999997	rest	1	117544372	117579173
TTF2	-0.63552	1.1789	1.2211	1.1432	-0.72645	0.79872	0	1.2211	-0.72645	0.042200000000000015	rest	1	117602910	117645492
TRIM45	0.32181	1.5748	1.2129	0.396	-0.16	1.8755	0	1.8755	-0.16	0.30069999999999997	rest	1	117653677	117664411
VTCN1	-0.74494	1.0317	0.63449	0.0063894	0.29057	0.6992	0	1.0317	-0.74494	0.3325	rest	1	117686209	117753582
MAN1A2	0.44656	-0.47426	-1.6488	-1.6576	-0.56454	-1.0948	0	0.44656	-1.6576	0.92082	rest	1	117910085	118068320
FAM46C	-0.091056	-2.0155	2.3147	-1.5007	1.9865	-1.5011	1	2.3147	-2.0155	0.32820000000000027	rest	1	118148604	118171011
GDAP2	0.22763	-1.2594	1.4536	1.1648	0.15805	-0.1041	0	1.4536	-1.2594	0.28879999999999995	rest	1	118406107	118472302
WDR3	0.48442	-1.1856	1.7153	1.1698	0.26446	-0.57066	0	1.7153	-1.1856	0.5455000000000001	rest	1	118472372	118503049
SPAG17	-0.83749	-0.087061	2.1812	0.8321	1.7432	-1.1857	1	2.1812	-1.1857	0.43799999999999994	rest	1	118496288	118727848
TBX15	1.5571	0.47774	-1.0046	1.6375	-0.13888	-1.4783	0	1.6375	-1.4783	0.08040000000000003	rest	1	119425666	119532179
WARS2	0.74105	-0.30463	-0.74085	0.37794	-1.7398	-2.0452	0	0.74105	-2.0452	0.36311	rest	1	119573839	119683404
HAO2	-1.8307	-0.90656	0.36107	-0.79212	-0.71006	-0.094195	0	0.36107	-1.8307	0.45526500000000003	rest	1	119911399	119936753
HSD3B2	-1.5316	-1.122	-0.032384	-1.0049	-0.54503	0.18738	0	0.18738	-1.5316	0.219764	rest	1	119957554	119965662
HSD3B1	-1.2268	-1.37	-1.054	-1.558	-0.23517	0.091934	0	0.091934	-1.558	0.327104	rest	1	120049826	120057681
ZNF697	1.6937	1.1815	1.9559	1.3563	1.2774	0.48521	0	1.9559	0.48521	0.2622	rest	1	120162000	120190813
PHGDH	1.4464	0.47217	-0.097532	1.6918	-0.62112	2.123	1	2.123	-0.62112	0.43120000000000025	rest	1	120254419	120286849
HMGCS2	0.65639	-1.9599	0.27777	-0.48413	-1.476	0.50348	0	0.65639	-1.9599	0.15291	rest	1	120290619	120311555
REG4	0.92406	-1.5703	0.75491	0.10773	-0.82476	0.59315	0	0.92406	-1.5703	0.16915000000000002	rest	1	120336641	120354203
NBPF7	0.67196	-0.77925	-0.36631	-1.3217	-0.90305	-0.4353	0	0.67196	-1.3217	1.03827	rest	1	120377388	120387503
ADAM30	0.75352	-0.29596	0.14648	-1.4875	-1.5807	0.31478	0	0.75352	-1.5807	0.43873999999999996	rest	1	120436156	120439147
NOTCH2	-0.6434	0.62456	0.46635	-1.5251	-0.76594	-1.6994	0	0.62456	-1.6994	0.15821000000000002	rest	1	120454176	120639880
FAM72B	-0.67543	-0.67701	-0.57277	0.30574	0.08558	0.27906	0	0.30574	-0.67701	0.026680000000000037	rest	1	120838959	120855681
LOC100996318	-1.5008	1.7145	0.59377	0.45856	1.3047	0.27919	0	1.7145	-1.5008	0.40979999999999994	rest	1	120924756	120926189
FCGR1B	-1.3567	2.7975	1.5912	0.65805	2.2372	0.98147	2	2.7975	-1.3567	0.5602999999999998	rest	1	120926128	120935944
PDE4DIP	-1.3104	-0.35214	0.09566	1.2115	-1.2181	0.17658	0	1.2115	-1.3104	1.03492	rest	1	144851424	145076186
HFE2	0.13701	-0.96883	0.55655	0.85449	1.0006	0.89539	0	1.0006	-0.96883	0.10520999999999991	rest	1	145413191	145417545
TXNIP	0.11026	-0.062478	0.64276	0.65479	1.2374	1.0283	0	1.2374	-0.062478	0.20910000000000006	rest	1	145438438	145442635
ANKRD34A	-0.75192	-0.302	0.46182	-0.25252	0.98107	0.41779	0	0.98107	-0.75192	0.51925	rest	1	145470508	145475647
LIX1L	-0.2172	-0.90701	1.42	1.3062	1.0669	1.1558	0	1.42	-0.90701	0.1137999999999999	rest	1	145477059	145501670
POLR3GL	-0.11194	-0.7814	1.4958	1.4098	1.0749	1.2707	0	1.4958	-0.7814	0.08600000000000008	rest	1	145456236	145476081
RBM8A	-0.082481	-0.48279	1.3553	1.5237	1.0037	1.1948	0	1.5237	-0.48279	0.1684000000000001	rest	1	145507557	145513536
PEX11B	-0.16721	-0.17947	1.6131	1.6796	1.357	1.1927	0	1.6796	-0.17947	0.0665	rest	1	145516165	145523732
ITGA10	-0.092659	0.89941	1.362	1.1277	1.057	0.21828	0	1.362	-0.092659	0.23430000000000017	rest	1	145524709	145543868
ANKRD35	-0.83516	0.34344	0.48686	0.37567	0.94227	-0.29362	0	0.94227	-0.83516	0.45541000000000004	rest	1	145549209	145568526
PIAS3	-1.1704	-0.1678	0.10165	0.1091	0.85891	-0.18017	0	0.85891	-1.1704	0.74981	rest	1	145575257	145586546
RNF115	-1.6172	-0.43939	-0.49189	-0.19843	0.8127	-0.25819	0	0.8127	-1.6172	1.01113	rest	1	145610990	145689005
NUDT17	-1.3847	-0.56334	-0.49332	-0.07541	0.18893	-0.040864	0	0.18893	-1.3847	0.229794	rest	1	145586491	145589435
POLR3C	-1.4326	-0.95454	-1.7178	-0.66094	0.042525	-0.54425	0	0.042525	-1.7178	0.586775	rest	1	145592605	145610972
CD160	-1.762	0.12301	-0.060205	-0.35692	1.838	-0.53925	0	1.838	-1.762	1.71499	rest	1	145695798	145715639
PDZK1	-1.4687	0.57251	0.30507	0.00084119	2.0193	-0.12051	1	2.0193	-1.4687	1.44679	rest	1	145727662	145764207
GPR89A	0.57198	-0.041743	0.78005	-1.3925	0.35044	-0.20961	0	0.78005	-1.3925	0.20806999999999998	rest	1	145764595	145827103
PRKAB2	-0.99808	-1.6672	0.1	-0.40383	-0.57791	-1.5914	0	0.1	-1.6672	0.50383	rest	1	146626685	146644168
FMO5	-1.4428	-1.7548	-0.26423	-0.57846	-0.85937	-1.0273	0	-0.26423	-1.7548	0.31422999999999995	rest	1	146655884	146697390
CHD1L	-2.1914	-0.93427	-0.55953	-0.24552	-1.1413	-0.83345	0	-0.24552	-2.1914	0.31401	rest	1	146714291	146767447
BCL9	-0.69915	-0.88464	-0.68259	-0.17788	-0.85597	-0.66657	0	-0.17788	-0.88464	0.48868999999999996	rest	1	147013222	147098022
ACP6	-1.0688	0.35491	0.53155	-0.54459	-0.10479	-0.61324	0	0.53155	-1.0688	0.17663999999999996	rest	1	147119168	147142634
GJA5	-0.87814	0.75394	1.758	0.86495	1.6551	0.49558	0	1.758	-0.87814	0.10289999999999999	rest	1	147228332	147253165
GJA8	-0.56767	-0.061305	1.5198	0.40987	1.3671	0.22382	0	1.5198	-0.56767	0.15270000000000006	rest	1	147374946	147381396
GPR89B	0.21536	0.053824	1.1949	0.40754	1.2473	0.04038	0	1.2473	0.04038	0.0524	rest	1	147400506	147465753
FCGR1A	-0.092738	-1.0828	-1.2828	0.85538	1.0865	-0.14082	0	1.0865	-1.2828	0.23112	rest	1	149754232	149764074
HIST2H2BF	1.0621	0.24493	0.51607	-0.21872	-0.29941	0.97686	0	1.0621	-0.29941	0.0852400000000001	rest	1	149754245	149783965
LOC101927767	0.87636	0.19448	0.1569	-0.26982	-0.34954	0.98415	0	0.98415	-0.34954	0.10778999999999994	rest	1	149764079	149765403
HIST2H4A	1.1753	0.29747	0.63351	-0.37483	-0.65869	1.002	0	1.1753	-0.65869	0.1733	rest	1	149804170	149806197
HIST2H3D	1.1615	0.41489	0.63047	-0.62992	-0.98347	1.1041	0	1.1615	-0.98347	0.057399999999999896	rest	1	149784780	149785236
HIST2H2AA4	1.6923	0.39825	1.4463	-0.024365	-0.73219	0.82945	0	1.6923	-0.73219	0.246	rest	1	149822628	149823161
HIST2H3A	1.8443	0.54636	1.8382	0.0068471	-0.26958	0.49788	0	1.8443	-0.26958	0.006099999999999994	rest	1	149824181	149824687
HIST2H3C	1.4526	0.68013	1.7064	-0.14736	-0.58714	1.216	0	1.7064	-0.58714	0.2538	rest	1	149812259	149812765
HIST2H2AA3	1.3708	0.63191	1.7336	-0.11848	-0.70902	1.0775	0	1.7336	-0.70902	0.3628	rest	1	149813785	149814318
HIST2H4B	0.36467	0.1441	0.89692	-0.054754	-1.2298	1.1615	0	1.1615	-1.2298	0.2645799999999999	rest	1	149830749	149832776
HIST2H2AC	0.20572	0.18267	0.7618	-0.15771	-1.2037	1.1631	0	1.1631	-1.2037	0.4013	rest	1	149858525	149858961
BOLA1	0.060644	0.14888	0.69151	-0.23337	-1.582	1.0499	0	1.0499	-1.582	0.3583900000000001	rest	1	149871110	149872348
HIST2H2BE	-0.081871	-0.060102	0.67974	-0.065463	-1.441	0.94689	0	0.94689	-1.441	0.26715	rest	1	149856010	149858232
HIST2H2AB	-0.32044	-0.033219	0.57847	-0.033812	-1.3463	0.90669	0	0.90669	-1.3463	0.32821999999999996	rest	1	149859019	149859466
SV2A	-0.41376	-0.36564	0.55704	0.12114	-1.3628	0.68548	0	0.68548	-1.3628	0.12844	rest	1	149874870	149889434
SF3B4	-0.37573	-0.73633	0.7345	0.18411	-0.89226	0.55931	0	0.7345	-0.89226	0.17519000000000007	rest	1	149895209	149901449
MTMR11	-0.28227	-0.73624	0.78859	0.12031	-0.93696	0.56054	0	0.78859	-0.93696	0.22804999999999997	rest	1	149900543	149908791
OTUD7B	-0.89856	-0.65068	0.50419	-0.19822	-2.2773	0.17344	0	0.50419	-2.2773	0.33075	rest	1	149912229	149982686
VPS45	-1.004	0.090029	-0.37832	0.57216	-2.9429	-0.74339	0	0.57216	-2.9429	0.482131	rest	1	150039350	150117505
PLEKHO1	-0.66636	-0.79005	-1.0837	0.41637	-2.3922	-0.67729	0	0.41637	-2.3922	1.08273	rest	1	150122170	150131825
ANP32E	-0.2788	0.2273	0.35679	1.2819	-1.0417	0.46864	0	1.2819	-1.0417	0.8132600000000001	rest	1	150190717	150208504
CA14	-0.52259	0.11931	0.17367	1.1076	-1.1542	0.33602	0	1.1076	-1.1542	0.7715799999999999	rest	1	150229554	150237478
C1orf54	0.20707	0.5292	0.47446	1.0424	-2.2023	-0.06044	0	1.0424	-2.2023	0.5132	rest	1	150244687	150253335
CIART	0.48658	0.70911	0.52093	1.039	-2.0646	-0.24299	0	1.039	-2.0646	0.3298899999999999	rest	1	150254930	150259505
APH1A	0.85157	0.94684	0.7573	1.1596	-1.6069	0.10637	0	1.1596	-1.6069	0.21275999999999995	rest	1	150237799	150241609
MRPS21	0.83909	0.64642	0.68759	1.0421	-1.7033	0.024485	0	1.0421	-1.7033	0.20301000000000002	rest	1	150266262	150281414
PRPF3	1.0531	0.4532	0.14539	0.76293	-1.5451	-0.14658	0	1.0531	-1.5451	0.29016999999999993	rest	1	150293928	150325704
RPRD2	1.2726	0.48714	0.205	0.18157	-1.4112	-0.83874	0	1.2726	-1.4112	0.7854599999999999	rest	1	150336624	150449042
TARS2	1.4029	0.58475	0.090813	0.17927	-1.6386	-0.71249	0	1.4029	-1.6386	0.81815	rest	1	150459840	150480085
ECM1	1.2801	0.53486	-0.10112	0.29067	-1.7544	-0.58478	0	1.2801	-1.7544	0.74524	rest	1	150480487	150486265
ADAMTSL4	0.48244	1.0413	1.4195	0.48176	-0.9729	-1.1079	0	1.4195	-1.1079	0.3782000000000001	rest	1	150521846	150533413
MCL1	1.0511	0.7342	1.3286	0.12105	0.063643	-0.54604	0	1.3286	-0.54604	0.2775000000000001	rest	1	150547027	150552214
ENSA	0.37193	1.1017	1.7395	-0.54054	0.73967	-1.2791	0	1.7395	-1.2791	0.6378000000000001	rest	1	150594599	150602098
GOLPH3L	-0.0597	1.4144	1.8319	-1.1691	0.76847	-1.8309	0	1.8319	-1.8309	0.4175	rest	1	150618701	150669672
HORMAD1	-0.0038147	1.3657	1.8304	-1.1958	0.68651	-2.1865	0	1.8304	-2.1865	0.4647000000000001	rest	1	150670535	150693372
CTSS	0.5461	1.1525	2.1504	-0.68181	0.3747	-1.9796	1	2.1504	-1.9796	0.9978999999999998	rest	1	150702672	150738433
CTSK	0.49998	1.076	2.2292	-0.71264	0.23138	-1.5235	1	2.2292	-1.5235	1.1532	rest	1	150768684	150780917
ARNT	0.65653	1.058	2.2712	-0.75469	0.25581	-1.6175	1	2.2712	-1.6175	1.2131999999999998	rest	1	150782181	150849244
SETDB1	0.66441	1.3283	2.5588	-0.87548	0.31217	-1.5221	1	2.5588	-1.5221	1.2305000000000001	rest	1	150898815	150937389
ANXA9	0.34659	1.5494	2.4749	0.23267	0.65788	-0.97076	1	2.4749	-0.97076	0.9254999999999998	rest	1	150954499	150968114
CERS2	0.20962	1.338	2.0524	0.26945	0.41199	-0.89242	1	2.0524	-0.89242	0.7143999999999999	rest	1	150937649	150947479
PRUNE	0.61451	0.59732	1.3454	1.4402	0.24776	0.29651	0	1.4402	0.24776	0.0948	rest	1	150980867	151008189
FAM63A	0.71346	0.029846	0.36076	1.5318	0.21341	0.5176	0	1.5318	0.029846	0.8183400000000001	rest	1	150969213	150980854
BNIPL	0.85362	-0.51128	0.5517	1.6476	-0.27474	0.68107	0	1.6476	-0.51128	0.7939799999999999	rest	1	151009029	151020076
C1orf56	0.99864	-0.4922	0.99013	1.9132	0.099227	0.97577	0	1.9132	-0.4922	0.91456	rest	1	151020259	151023896
MLLT11	0.74686	-0.49959	1.5024	2.3407	0.52553	1.2892	1	2.3407	-0.49959	0.8383	rest	1	151032151	151040973
GABPB2	0.28617	-0.67028	1.2478	2.2645	0.78869	1.0188	1	2.2645	-0.67028	1.0167	rest	1	151042784	151091007
CDC42SE1	0.055369	-0.5298	1.3427	2.2483	0.93258	1.0813	1	2.2483	-0.5298	0.9056	rest	1	151023447	151032125
TNFAIP8L2	0.50613	0.091704	1.832	2.3376	1.0269	0.71318	1	2.3376	0.091704	0.5056	rest	1	151129095	151132731
TNFAIP8L2-SCNM1	0.50735	0.32988	2.1658	2.3854	1.0967	0.82632	2	2.3854	0.32988	0.21960000000000024	rest	1	151129105	151142773
SEMA6C	0.49355	0.44771	2.3113	2.3794	1.0898	0.81454	2	2.3794	0.44771	0.06809999999999983	rest	1	151104161	151119146
SCNM1	0.28058	0.44352	2.2092	2.4065	1.2476	0.95156	2	2.4065	0.28058	0.1972999999999998	rest	1	151138482	151142773
LYSMD1	0.7028	1.5576	3.3291	1.3156	0.4728	0.75054	1	3.3291	0.4728	1.7714999999999999	rest	1	151132224	151138424
TMOD4	0.3947	1.6928	3.1918	1.1557	0.4017	0.78354	1	3.1918	0.3947	1.499	rest	1	151142463	151148547
PIP5K1A	0.45264	1.6822	3.1905	0.74947	-0.11775	0.47284	1	3.1905	-0.11775	1.5083000000000002	rest	1	151171021	151222007
VPS72	0.25467	1.6771	3.2215	0.88282	-0.037259	0.59912	1	3.2215	-0.037259	1.5443999999999998	rest	1	151148776	151162689
PSMD4	0.62114	1.7138	3.0976	0.3747	-0.3583	0.24634	1	3.0976	-0.3583	1.3838	rest	1	151227176	151239955
ZNF687	1.2616	1.7051	3.3108	0.35886	-0.47087	0.76263	1	3.3108	-0.47087	1.6057	rest	1	151254094	151264381
PI4KB	1.2355	1.4848	3.106	-0.53862	0.011973	0.52794	1	3.106	-0.53862	1.6212	rest	1	151264273	151300191
RFX5	0.82938	1.6349	3.0076	-0.10354	0.36937	0.46173	1	3.0076	-0.10354	1.3727	rest	1	151313116	151319785
SELENBP1	0.89114	1.5313	3.2859	0.64877	0.93132	1.1445	1	3.2859	0.64877	1.7545999999999997	rest	1	151336778	151345210
PSMB4	1.1489	0.75508	2.86	1.3447	1.3511	1.7454	1	2.86	0.75508	1.1145999999999998	rest	1	151372041	151374412
POGZ	1.1332	0.64226	2.376	0.63487	1.5425	1.0827	1	2.376	0.63487	0.8334999999999999	rest	1	151375200	151445753
CGN	1.9867	0.54001	1.2754	1.4456	1.859	1.1344	0	1.9867	0.54001	0.12769999999999992	rest	1	151483331	151511168
TUFT1	-0.11499	-0.10616	-0.36906	0.47752	1.1304	-0.266	0	1.1304	-0.36906	0.6528800000000001	rest	1	151512781	151556059
SNX27	0.36459	-0.51305	0.20053	0.10906	-0.70248	1.1416	0	1.1416	-0.70248	0.77701	rest	1	151584454	151671559
RIIAD1	0.6005	-0.002742	1.4391	0.72594	0.14612	1.8853	0	1.8853	-0.002742	0.44619999999999993	rest	1	151694013	151702082
CELF3	0.087292	-0.49335	1.0187	0.5154	-0.08228	1.8939	0	1.8939	-0.49335	0.8752	rest	1	151672534	151689290
OAZ3	-0.29255	-0.93945	0.17197	0.29179	-0.44846	1.6849	0	1.6849	-0.93945	1.39311	rest	1	151735445	151743806
MRPL9	-0.2783	-1.2292	-0.55567	-0.048016	-0.78411	1.2534	0	1.2534	-1.2292	1.3014160000000001	rest	1	151732119	151736040
TDRKH	-0.16018	-0.89336	-0.77432	-0.32352	-1.0786	0.26858	0	0.26858	-1.0786	0.42876	rest	1	151742741	151763052
LINGO4	1.3017	0.56633	0.43436	0.92195	-0.11729	0.037477	0	1.3017	-0.11729	0.37975000000000003	rest	1	151772765	151777882
RORC	2.2776	1.3644	1.3494	1.5735	0.17242	0.51331	1	2.2776	0.17242	0.7041000000000002	rest	1	151778547	151804348
C2CD4D	2.9067	2.0085	1.8763	2.007	0.60754	0.58656	3	2.9067	0.58656	0.8981999999999997	rest	1	151810339	151813033
THEM5	2.5238	1.5484	1.3073	1.5434	0.018045	0.61787	1	2.5238	0.018045	0.9754	rest	1	151818220	151826173
THEM4	2.4683	1.3442	0.63917	1.2302	-0.26079	0.54646	1	2.4683	-0.26079	1.1241	rest	1	151843342	151882361
S100A10	3.08	1.6461	1.2467	1.667	0.83779	0.48059	1	3.08	0.48059	1.413	rest	1	151955386	151966714
S100A11	0.6013	1.1994	-0.33209	-0.068853	0.1156	-1.1574	0	1.1994	-1.1574	0.5981000000000001	rest	1	152004982	152009511
LOC100131107	1.6536	1.0955	0.81365	0.29581	0.62175	-1.1414	0	1.6536	-1.1414	0.5581	rest	1	152052033	152053058
TCHHL1	1.1662	0.7649	0.76032	0.22117	0.6407	-1.0425	0	1.1662	-1.0425	0.4012999999999999	rest	1	152056620	152061540
TCHH	1.7912	0.59212	0.4282	0.53241	0.51426	-0.76655	0	1.7912	-0.76655	1.19908	rest	1	152078793	152087930
RPTN	-0.87445	-0.87657	-0.12181	-1.8987	-1.7732	-2.1932	0	-0.12181	-2.1932	0.75264	rest	1	152126071	152131704
HRNR	-0.32388	0.1992	0.24393	-0.94921	-0.72718	-3.2613	0	0.24393	-3.2613	0.04473000000000002	rest	1	152184552	152196672
FLG	-0.59368	-0.092614	-0.80169	-2.0254	-0.81721	-2.3886	0	-0.092614	-2.3886	0.501066	rest	1	152274651	152297679
FLG2	-0.99316	-0.95581	-1.1979	-0.5352	-0.26217	-0.3454	0	-0.26217	-1.1979	0.08322999999999997	rest	1	152321213	152332482
CRNN	-1.2208	0.83411	0.68756	-1.2486	0.62355	0.84146	0	0.84146	-1.2486	0.007349999999999968	rest	1	152381719	152386750
LCE5A	-0.25046	0.39499	0.479	-0.64042	0.44147	0.94259	0	0.94259	-0.64042	0.46359000000000006	rest	1	152483320	152484653
CRCT1	-0.090928	0.29915	0.42201	-0.53739	0.4094	0.90311	0	0.90311	-0.53739	0.48109999999999997	rest	1	152486978	152488481
LCE3E	0.0085344	-0.32968	0.58606	0.42839	0.83597	1.6523	0	1.6523	-0.32968	0.8163300000000001	rest	1	152538175	152539229
LCE3C	0.52139	-1.2898	-0.021885	-0.45934	1.6414	1.893	0	1.893	-1.2898	0.25160000000000005	rest	1	152573138	152573562
LCE3D	0.68239	-1.0309	0.16062	-0.072681	1.7246	2.1949	1	2.1949	-1.0309	0.47030000000000016	rest	1	152551860	152552980
LCE3B	0.9074	-0.71984	0.43945	0.21215	1.8856	2.0829	1	2.0829	-0.71984	0.19730000000000003	rest	1	152586287	152586574
LCE3A	0.87587	-0.99905	0.12711	-0.11424	1.6092	1.5845	0	1.6092	-0.99905	0.024699999999999944	rest	1	152595310	152595579
LCE2D	0.73852	-0.82366	-0.18722	-0.19493	1.3849	0.96054	0	1.3849	-0.82366	0.42436000000000007	rest	1	152635887	152637135
LCE2C	0.1895	-0.40535	-0.15998	-0.24488	1.7826	0.70803	0	1.7826	-0.40535	1.07457	rest	1	152647791	152649050
LCE2B	0.23643	-0.20672	-0.24737	0.10493	1.6319	0.89256	0	1.6319	-0.24737	0.7393399999999999	rest	1	152658599	152659877
LCE2A	0.26989	-0.19201	-0.31759	0.16058	1.5639	0.73631	0	1.5639	-0.31759	0.82759	rest	1	152670840	152671918
LCE4A	0.1464	-0.34796	-0.31947	0.031253	1.2654	0.51346	0	1.2654	-0.34796	0.75194	rest	1	152681523	152681910
C1orf68	-0.25775	-0.37329	-0.34917	0.077664	0.76012	0.070864	0	0.76012	-0.37329	0.6824560000000001	rest	1	152691998	152692905
KPRP	-1.3096	-0.43543	-0.73608	-0.63248	0.42988	-0.42761	0	0.42988	-1.3096	0.85749	rest	1	152730506	152734529
LCE1F	-1.8922	-0.29171	-0.74084	-0.79546	0.40285	-0.25698	0	0.40285	-1.8922	0.6598299999999999	rest	1	152748848	152749445
LCE1E	-2.2303	-0.49864	-0.71201	-1.1747	0.48213	-0.67118	0	0.48213	-2.2303	0.98077	rest	1	152758753	152760902
LCE1D	-2.8841	-0.12489	-0.76694	-0.86711	1.1333	-0.34937	0	1.1333	-2.8841	1.25819	rest	1	152769227	152770657
LCE1B	-2.2787	-0.27777	-0.50475	-1.0865	1.5534	-0.62471	0	1.5534	-2.2787	1.83117	rest	1	152784447	152785585
LCE1A	-1.4603	-0.21653	-0.18462	-1.3202	2.0614	-0.37158	1	2.0614	-1.4603	2.2460199999999997	rest	1	152799949	152800573
LCE1C	-1.5687	-0.24457	-0.28843	-1.3203	2.0491	-0.36516	1	2.0491	-1.5687	2.29367	rest	1	152777311	152779107
